category	tournament	match
Denmark	1st Division	Helsingor--v--Silkeborg
Denmark	1st Division	Koge--v--Hvidovre
Denmark	1st Division	Skive--v--Esbjerg
Denmark	1st Division	Amager--v--Vendsyssel FF
Denmark	1st Division	Fredericia--v--Kolding
Ecuador	LigaPro Primera A, First stage	Cuenca--v--CSD Independiente Del Valle
Estonia	Premium Liiga	Viljandi Tulevik--v--Paide Linnameeskond
Estonia	Premium Liiga	Tallinna Legion--v--Narva Trans
Estonia	Premium Liiga	Kuressaare--v--Levadia Tallinn
Finland	Veikkausliiga	Honka--v--Ilves
Finland	Veikkausliiga	IFK Mariehamn--v--Lahti
Finland	Veikkausliiga	Kuopio--v--Rovaniemi
Finland	Veikkausliiga	SJK--v--Inter Turku
Finland	Veikkausliiga	TPS Turku--v--Haka
Finland	Veikkausliiga	Hifk--v--HJK
Finland	Veikkausliiga	Haka--v--SJK
Finland	Veikkausliiga	Rovaniemi--v--Honka
Finland	Veikkausliiga	Ilves--v--HJK
Finland	Veikkausliiga	TPS Turku--v--IFK Mariehamn
Finland	Veikkausliiga	Hifk--v--Inter Turku
Finland	Veikkausliiga	Lahti--v--Kuopio
Finland	Ykkonen	Mikkeli--v--Jaro
Finland	Ykkonen	Gnistan--v--AC Kajaani
Finland	Ykkonen	Kerho 07--v--Oulu
Finland	Ykkonen	EIF--v--KPV
Finland	Ykkonen	Musa--v--Kooteepee
Finland	Ykkonen	Mypa--v--Vaasa
Finland	Kakkonen	JJK Jyvaskyla--v--Jippo
Georgia	Erovnuli Liga	Lokomotivi Tbilisi--v--Chikhura Sachkhere
Georgia	Erovnuli Liga	Dinamo Batumi--v--Dinamo Tbilisi
Greece	Super League 1	Aris--v--Lamia 1964
Greece	Super League 1	PAOK--v--AE Larissa
Greece	Super League 1	OFI Crete--v--Panetolikos
Greece	Super League 1	Atromitos--v--Volos Nps
Greece	Super League 1	Asteras Tripolis--v--Panathinaikos
Greece	Greece Cup	AEK Athens--v--Olympiakos
Hungary	NB I	Ferencvarosi--v--Paksi
Hungary	NB I	Mezokovesd Zsory SE--v--Budafoki Mte
Hungary	NB I	Diosgyori Vtk--v--Budapest Honved
Hungary	NB I	Fehervar--v--Puskas Akademia
Hungary	NB I	Ujpest--v--Kisvarda
Hungary	NB I	MTK Budapest--v--Zalaegerszeg
Iceland	Urvalsdeild	KR Reykjavik--v--Stjarnan Gardabae
Iceland	Urvalsdeild	KA Akureyri--v--Fylkir Reykjavik
Iceland	Urvalsdeild	FH Hafnarfjordur--v--Breidablik Kopavogur
Iceland	Urvalsdeild	HK Kopavogur--v--IA Akranes
Iceland	Urvalsdeild	Valur Reykjavik--v--Vikingur Reykjavik
Iceland	Urvalsdeild	Grotta--v--Fjolnir
Ireland	Premier Division	Bohemians Dublin--v--Waterford Utd
Ireland	Premier Division	Dundalk--v--Shelbourne
Ireland	Premier Division	Cork City--v--Shamrock Rovers
Ireland	Premier Division	Saint Patrick's Athletic--v--Sligo Rovers
Ireland	Premier Division	Finn Harps--v--Derry City
Ireland	First Division	Cabinteely--v--Athlone Town
Ireland	First Division	Wexford--v--Bray Wanderers
Israel	U19 Cup	Hapoel Bnei Lod U19--v--Hapoel Marmorek U19
Israel	U19 Cup	Bney Raanana U19--v--Ihud Bnei Baka U19
Japan	J.League	Kawasaki Frontale--v--Vissel Kobe
Japan	J.League	FC Tokyo--v--Yokohama
Japan	J.League	Kashima Antlers--v--Vegalta Sendai
Japan	J.League	Kashiwa Reysol--v--Gamba Osaka
Japan	J.League	Oita Trinita--v--Shonan Bellmare
Japan	J.League	Sanfrecce Hiroshima--v--Shimizu S-Pulse
Japan	J.League	Cerezo Osaka--v--Hokkaido Consadole Sapporo
Japan	J.League	Nagoya Grampus--v--Yokohama F Marinos
Japan	J.League	Urawa Red Diamonds--v--Sagan Tosu
Japan	J.League	Shimizu S-Pulse--v--Kashima Antlers
Japan	J.League	Vissel Kobe--v--FC Tokyo
Japan	J.League	Hokkaido Consadole Sapporo--v--Urawa Red Diamonds
Japan	J.League	Vegalta Sendai--v--Oita Trinita
Japan	J.League	Yokohama--v--Nagoya Grampus
Japan	J.League	Kawasaki Frontale--v--Sanfrecce Hiroshima
Japan	J.League	Sagan Tosu--v--Kashiwa Reysol
Japan	J.League	Gamba Osaka--v--Shonan Bellmare
Japan	J.League	Yokohama F Marinos--v--Cerezo Osaka
Japan	J.League 2	Ehime--v--Giravanz Kitakyushu
Japan	J.League 2	Fagiano Okayama--v--Tokyo Verdy
Japan	J.League 2	JEF United Ichihara Chiba--v--Niigata Albirex
Japan	J.League 2	Montedio Yamagata--v--Avispa Fukuoka
Japan	J.League 2	Renofa Yamaguchi--v--Matsumoto Yamaga
Japan	J.League 2	Ryukyu--v--Omiya Ardija
Japan	J.League 2	Thespakusatsu--v--Kyoto Sanga
Japan	J.League 2	Tochigi--v--Tokushima Vortis
Japan	J.League 2	Ventforet Kofu--v--V-Varen Nagasaki
Japan	J.League 2	Zweigen Kanazawa--v--Machida Zelvia
Japan	J.League 2	Jubilo Iwata--v--Mito Hollyhock
Japan	J.League 2	Ehime--v--JEF United Ichihara Chiba
Japan	J.League 2	Tokushima Vortis--v--Zweigen Kanazawa
Japan	J.League 2	Avispa Fukuoka--v--Machida Zelvia
Japan	J.League 2	Fagiano Okayama--v--Ventforet Kofu
Japan	J.League 2	Tochigi--v--Matsumoto Yamaga
Japan	J.League 2	Tokyo Verdy--v--Thespakusatsu
Japan	J.League 2	V-Varen Nagasaki--v--Jubilo Iwata
Japan	J.League 2	Kyoto Sanga--v--Ryukyu
Japan	J.League 2	Giravanz Kitakyushu--v--Niigata Albirex
Japan	J.League 2	Mito Hollyhock--v--Renofa Yamaguchi
Japan	J.League 2	Omiya Ardija--v--Montedio Yamagata
Japan	J.League 3	Roasso Kumamoto--v--Nagano Parceiro
Kazakhstan	Premier League	FC Zhetysu--v--FC Okzhetpes
Kazakhstan	Premier League	Shakhter Karagandy--v--FC Taraz
Kazakhstan	Premier League	Ordabasy--v--Astana
Kazakhstan	Premier League	Tobol Kostanay--v--FC Kyzylzhar SK
Kazakhstan	Premier League	FC Kairat Almaty--v--FC Kaisar Kyzylorda
Kuwait	Emir Cup	Al Kuwait--v--Al Salmiyah
Kuwait	Emir Cup	Al Jahra--v--Yarmouk
Kuwait	Emir Cup	Al-Arabi (KW)--v--Burgan
Latvia	Virsliga	Spartaks Jurmala--v--BFC Daugavpils
Latvia	Virsliga	Ventspils--v--Riga
Latvia	Virsliga	Liepaja--v--Jelgava
Latvia	Virsliga	Valmiera--v--Metta/Lu
Latvia	Virsliga	Rigas Futbola Skola--v--Tukums 2000/Tss
Mexico	Liga MX, Apertura	Atletico San Luis--v--Necaxa
Mexico	Liga MX, Apertura	Deportivo Toluca--v--Juarez
Mexico	Liga MX, Apertura	CF Monterrey--v--Atlas
Mexico	Liga MX, Apertura	Guadalajara Chivas--v--Queretaro
Mexico	Liga MX, Apertura	Puebla--v--CF America
Mexico	Liga MX, Apertura	Club Leon--v--Tigres Uanl
Mexico	Liga MX, Apertura	Cruz Azul--v--CF Pachuca
Mexico	Liga MX, Apertura	Mazatlan FC--v--Club Tijuana de Caliente
Mexico	Liga MX, Apertura	Club Santos Laguna--v--Pumas Unam
Mexico	Liga MX, Apertura	Necaxa--v--Guadalajara Chivas
Mexico	Liga MX, Apertura	Juarez--v--Puebla
Mexico	Liga MX, Apertura	Atlas--v--Mazatlan FC
Mexico	Liga MX, Apertura	Tigres Uanl--v--Club Santos Laguna
Mexico	Liga MX, Apertura	CF America--v--Deportivo Toluca
Mexico	Liga MX, Apertura	Pumas Unam--v--Atletico San Luis
Mexico	Liga MX, Apertura	Club Tijuana de Caliente--v--Cruz Azul
Mexico	Liga MX, Apertura	Queretaro--v--Club Leon
Mexico	Liga MX, Apertura	CF Pachuca--v--CF Monterrey
Mexico	Liga de Expansion MX, Apertura	Venados--v--CSD Dorados Sinaloa
Mexico	Liga de Expansion MX, Apertura	CF Correcaminos Uat--v--Tepatitlan FC
Mexico	Liga de Expansion MX, Apertura	CD Mineros de Zacatecas--v--CD Tapatio
Mexico	Liga de Expansion MX, Apertura	Atletico Morelia SA CV--v--Cancun FC
Mexico	Liga de Expansion MX, Apertura	Leones Negros Udeg--v--Tampico Madero
Mexico	Liga de Expansion MX, Apertura	Alebrijes de Oaxaca--v--Coyotes Tlaxcala
Mexico	Liga de Expansion MX, Apertura	Club Celaya FC--v--Atlante
Mexico	Liga de Expansion MX, Apertura	Cimarrones de Sonora--v--Pumas De Tabasco
Mexico	Liga de Expansion MX, Apertura	Coyotes Tlaxcala--v--Leones Negros Udeg
Mexico	U20 League, Apertura	Cruz Azul U20--v--Pachuca
Mexico	U20 League, Apertura	Leon--v--Tigres
Mexico	U20 League, Apertura	Mazatlan FC--v--Club Tijuana de Caliente
Mexico	U20 League, Apertura	Club Santos Laguna--v--Pumas Unam
Morocco	Botola	Olympique Club of Khouribga--v--Ittihad Tanger
Morocco	Botola	AS Far Rabat--v--Wydad AC
Norway	Eliteserien	Kristiansund BK--v--Viking
Norway	Eliteserien	Stabaek IF--v--FK Haugesund
Norway	Eliteserien	Aalesunds--v--Sarpsborg 08
Norway	Eliteserien	Bodo/Glimt--v--Odds BK
Norway	Eliteserien	Mjondalen--v--Sandefjord Fotball
Norway	Eliteserien	Stromsgodset IF--v--Rosenborg BK
Norway	Eliteserien	Valerenga IF--v--SK Brann
