category	tournament	match
South Korea	KOR - K-LEAGUE CHALLENGE SOUTH KOREA	Seoul E-Land--v--Chungnam Asan FC
South Korea	KOR - K-LEAGUE CHALLENGE SOUTH KOREA	Jeonnam Dragons--v--Gyeongnam FC
Sweden	SWE - ALLSVENSKAN SWEDEN	Helsingborgs--v--Kalmar
Sweden	SWE - SUPERETTAN SWEDEN	Akropolis IF--v--Osters
Sweden	SWE - SUPERETTAN SWEDEN	Dalkurd FF--v--Umeaa FC
Sweden	SWE - SUPERETTAN SWEDEN	Orgryte--v--Ljungskille SK
Sweden	SWE - SUPERETTAN SWEDEN	Trelleborgs--v--IK Brage
Sweden	SWE - 2.DIV. NORRA GOTALAND SWEDEN	Ahlafors IF--v--IK Gauthiod
Sweden	SWE - 2.DIV. OSTRA GOTALAND SWEDEN	IFK Hassleholm--v--Kristianstad
Sweden	SWE - 2.DIV. VASTRA GOTALAND SWEDEN	IS Halmia--v--Eslovs BK
Ukraine	UKR - PREMIER LEAGUE UKRAINE	Dynamo Kiev--v--Desna Chernigov
Uruguay	URU - PRIMERA DIVISION, APERTURA URUGUAY	Plaza Colonia CD--v--Cerro Largo
Uruguay	URU - PRIMERA DIVISION, APERTURA URUGUAY	Progreso--v--CA Rentistas
Uruguay	URU - PRIMERA DIVISION, APERTURA URUGUAY	River Plate Montevideo--v--Penarol
Uruguay	URU - PRIMERA DIVISION, APERTURA URUGUAY	Torque--v--Mdeo. Wanderers FC
USA	USA - MLS USA	Inter Miami CF--v--Atlanta United FC
USA	USA - MLS USA	Minnesota United--v--Dallas
USA	USA - MLS USA	Montreal Impact--v--Toronto FC
USA	USA - MLS USA	Colorado Rapids--v--Houston Dynamo
USA	USA - MLS USA	Real Salt Lake--v--Los Angeles FC
USA	USA - USL, CHAMPIONSHIP USA	Austin Bold FC--v--Tulsa Roughnecks FC
USA	USA - USL, CHAMPIONSHIP USA	New York Red Bulls II--v--Bethlehem Steel FC
